Distance from left edge,Távolság bal szélétől,
Distance from top edge,Távolság felső széle,
Distinct unit of an Item,Különálló egység egy tételhez,
Distribute Charges Based On,Forgalmazói díjak ez alapján,
Distribution Name,Felbontás neve,
Distributor,Forgalmazó,
Dividends Paid,Fizetett osztalék,
Divorced,Elvált,
Do Not Contact,Ne lépj kapcsolatba,
Do not show any symbol like $ etc next to currencies.,"Nem jelezzen szimbólumokat, mint $ stb. a pénznemek mellett.",
Do not update variants on save,Ne módosítsa a változatokat mentéskor,
Do you really want to restore this scrapped asset?,Tényleg szeretné visszaállítani ezt a kiselejtezett Vagyontárgyat?,
Do you really want to scrap this asset?,Tényleg szeretné kiselejtezni ezt a Vagyontárgyat?,
Do you want to notify all the customers by email?,Szeretné értesíteni az összes ügyfelet e-mailben?,
Do you want to submit the material request,Szeretné benyújtani az anyagkérelmet,
DocType,DocType,
Docs Search,Dokumentum keresés,
Doctype,doctype,
Document Name,Dokumentum neve,
Document Type,Dokumentum típus,
Document Type ,dokumentum típus,
Document {0} successfully uncleared,A (z) {0} dokumentum sikeresen törölve lett,
Domain,Domén,
Done,Rendben,
Doors,Ajtók,
Double Declining Balance,Progresszív leírási modell egyenleg,
Download,Letöltés,
Download PDF,PDF letöltése,
Download Template,Sablon letöltése,
Downtime,Állásidő,
Downtime (In Hours),Szünet (órában),
Downtime Analysis,Leállási elemzés,
Downtime Entry,Leállás bejegyzés,
Downtime Reason,Leállás oka,
Draft,vázlat,
Driver,Sofőr,
Driver Address,Illesztőprogram címe,
Driver Email,Illesztőprogram e-mail címe,
Driver Name,Sofőr neve,
Driver licence class,Vezetői engedély osztálya,
Driving License Categories,Vezetői engedély kategóriái,
Driving License Category,Vezetői engedély kategóriája,
Drop Ship,Drop Ship /Vevőtől eladóhoz/,
Due / Reference Date cannot be after {0},Határidő / referencia dátum nem lehet {0} utáni,
Due Date,Határidő,
Due Date Based On,Határidő dátuma ez alapján,
Due Date cannot be before Posting / Supplier Invoice Date,Esedékesség dátuma nem lehet a Feladás / Beszállító Számlázási dátuma előtt,
Due Date is mandatory,Határidő dátum kötelező,
Dunning,Dunning,
Dunning Amount,Dunning összeg,
Dunning Fee,Felszólítási díj,
Dunning Letter,Dunning Letter,
Dunning Letter Text,Dunning levél szöveg,
Dunning Type,Dunning típus,
Duplicate,Megsokszoroz,
Duplicate Entry. Please check Authorization Rule {0},"Ismétlődő bejegyzés. Kérjük, ellenőrizze ezt az engedélyezési szabályt: {0}",
Duplicate Project with Tasks,Projekt másolat feladatokkal,
Duplicate customer group found in the cutomer group table,Ismétlődő vevői csoport található a Vevő csoport táblázatában,
Duplicate entry against the item code {0} and manufacturer {1},Másolatos bejegyzés a {0} cikkszámhoz és a {1} gyártóhoz,
Duplicate item group found in the item group table,Ismétlődő elem csoport található a csoport táblázatában,
Duplicate project has been created,Másolatot készítettünk a projektből,
Duplicate row {0} with same {1},{0} ismétlődő sor azonos ezzel: {1},
Duplicate {0} found in the table,A táblázatban található {0} másolat,
Duration,Tartam,
Duration (Days),Időtartam (nap),
Duration in Days,Időtartam napokban,
Duties and Taxes,Vámok és adók,
E-Invoicing Information Missing,Hiányoznak az elektronikus számlázási információk,
EAN,EAN,
ERPNext Company,ERPNext Company,
ERPNext Integrations,ERPNext integrációk,
ERPNext User ID,ERPNext felhasználói azonosító,
Each Transaction,Minden tranzakció,
Earliest,legkorábbi,
Earliest Age,A legkorábbi életkor,
Earnest Money,Foglaló pénz,
Edit,szerkesztése,
Edit Not Allowed,A szerkesztés nem engedélyezett,
Edit Posting Date and Time,Rögzítési dátum és idő szerkesztése,
Edit Receipt,Nyugta szerkesztése,
Education,Oktatás,
Educational Qualification,Iskolai végzettség,
Either location or employee must be required,Bármelyik helyszínt vagy alkalmazottat meg kell követelni,
Either target qty or target amount is mandatory,Vagy előirányzott Menny. vagy előirányzott összeg kötelező,
Either target qty or target amount is mandatory.,Vagy előirányzott Menny. vagy előirányzott összeg kötelező,
Electric,Elektromos,
Electrical,Elektromos,
Electricity Cost,Villamosenergia-költség,
Electricity down,Elfogyott az áram,
Electronic Equipments,Elektronikus berendezések,
Electronic Invoice Register,Elektronikus számlanyilvántartás,
Email,Email,
Email Account,Email fiók,
Email Address,Email cím,
Email Campaign,E-mail kampány,
Email Campaign For ,E-mail kampány,
Email Details,E-mail részletei,
Email Digest,Összefoglaló email,
Email Digest Settings,Email összefoglaló beállításai,
Email Group,E-mail csoport,
Email Id,E-mail ID azonosító,
Email Sent,Email elküldve,
Email Sent to Supplier {0},E-mail elküldve a beszállítónak {0},
Email Settings,Email beállítások,
Email Template,E-mail sablon,
Email not sent to {0} (unsubscribed / disabled),Emailt nem küldte ide: {0} (leiratkozott / letiltott),
Email sent successfully.,Az e-mail sikeresen elküldve.,
Email sent to,E-mail címzetje,
Email sent to {0},Email elküldve neki: {0},
Emails Queued,E-mailek várakozási sorban,
Emergency Contact,Sürgősségi Kapcsolat,
Emergency Contact Name,Vészhelyzeti kapcsolattartó neve,
Emergency Phone,Sürgősségi telefon,
Employee,Alkalmazott,
Employee ,Alkalmazott,
Employee Advance,Alkalmazotti előleg,
Employee Advances,Munkavállalói előlegek,
Employee Billing Summary,Munkavállalói számlázási összefoglaló,
Employee Detail,Alkalmazott részlet,
Employee Education,Alkalmazott képzése,
Employee External Work History,Alkalmazott korábbi munkahelyei,
Employee Group,Munkavállalói csoport,
Employee Group Table,Munkavállalói csoport táblázat,
Employee ID,munkavállalói azonosító,
Employee Internal Work History,Alkalmazott cégen belüli mozgása,
Employee Name,Alkalmazott Neve,
Employee Number,Alkalmazott száma,
Employee cannot report to himself.,Alkalmazott nem jelent magának.,
Employee is required while issuing Asset {0},A (z) {0} eszköz kibocsátásakor alkalmazottra van szükség,
Employee {0} does not belongs to the company {1},A (z) {0} alkalmazott nem tartozik a (z) {1} céghez,
Empty,Üres,
Enable Appointment Scheduling,Engedélyezze a találkozó ütemezését,
Enable Auto Email,Engedélyezze az automatikus e-mailt,
Enable Auto Re-Order,Engedélyezze az automatikus újrarendelést,
Enable Capital Work in Progress Accounting,Engedélyezze a folyamatban lévő számviteli tőkemunkát,
Enable Deferred Expense,Engedélyezze a halasztott költségeket,
Enable Deferred Revenue,Engedélyezze a halasztott bevétel engedélyezését,
Enable European Access,Engedélyezze az európai hozzáférést,
Enable Perpetual Inventory,Engedélyezze a folyamatos készletet,
Enable YouTube Tracking,Engedélyezze a YouTube-követést,
Enabled,Engedélyezve,
Encashment Date,Beváltás dátuma,
End Date,Befejezés dátuma,
End Date cannot be before Start Date.,A befejezés dátuma nem lehet a kezdő dátum előtt.,
End Time,Befejezés dátuma,
End Year,Befejező év,
End Year cannot be before Start Year,Befejező év nem lehet a kezdés évnél korábbi,
End date cannot be before start date,A befejezés dátuma nem lehet korábbi a kezdő dátumnál,
End date of current invoice's period,A befejezés dátuma az aktuális számla időszakra,
End of Life,Felhasználhatósági idő,
Enough Parts to Build,Elég alkatrészek a megépítéshez,
Ensure Delivery Based on Produced Serial No,Biztosítsa a szállítást a gyártott sorozatszám alapján,
Enter API key in Google Settings.,Írja be az API-kulcsot a Google-beállításokban.,
Enter Supplier,Írja be a szállítót,
Enter Value,Adjon Értéket,
Enter amount to be redeemed.,Adja meg a beváltandó összeget.,
Enter customer's email,Írja be az ügyfél e-mail címét,
Enter customer's phone number,Írja be az ügyfél telefonszámát,
Enter depreciation details,Írja le az értékcsökkenés részleteit,
Enter discount percentage.,Adja meg a kedvezmény százalékát.,
Enter name of campaign if source of enquiry is campaign,"Adja meg a kampányt nevét, ha az árajánlat kérés forrása kampány",
Enter the Bank Guarantee Number before submittting.,Adja meg a Bankgarancia számot az elküldés előtt.,
Enter the name of the Beneficiary before submittting.,Adja meg a kedvezményezett nevét az elküldés előtt.,
Enter the name of the bank or lending institution before submittting.,Adja meg a bank vagy hitelintézet nevét az elküldés előtt.,
Enter {0} amount.,Adja meg a (z) {0} összeget.,
Entertainment Expenses,Reprezentációs költségek,
Entity,Entity,
Entity Type,Jogi alany típus,
Entry Type,Bejegyzés típusa,
Equity,Saját tőke,
Equity/Liability Account,Tőke / felelősség számla,
Error,Hiba,
Error Description,Hiba leírás,
Error Log,Hiba napló,
Error Message,Hiba üzenet,
Error Occured,Hiba lépett fel,
Error evaluating the criteria formula,Hiba a kritérium-formula kiértékelésében,
Error occured while parsing Chart of Accounts: Please make sure that no two accounts have the same name,"Hiba történt a Számlatábla elemzésekor: Győződjön meg arról, hogy nincs két azonos nevű fiók",
Error: Not a valid id?,Hiba: Érvénytelen id azonosító?,
Estimated Arrival,Várható érkezés,
Estimated Cost,Becsült költség,
Estimated Time and Cost,Becsült idő és költség,
Evaluation Period,Értékelési időszak,
"Even if there are multiple Pricing Rules with highest priority, then following internal priorities are applied:","Még ha több árképzési szabály is van kiemelve, akkor a következő belső prioritások kerülnek alkalmazásra:",
"Example: ABCD.#####. If series is set and Batch No is not mentioned in transactions, then automatic batch number will be created based on this series. If you always want to explicitly mention Batch No for this item, leave this blank. Note: this setting will take priority over the Naming Series Prefix in Stock Settings.","Példa: ABCD. #####. Ha sorozatot állít be, és a tétel nem szerepel a tranzakciókban, akkor a sorozaton alapuló automatikus tételszám kerül létrehozásra. Ha mindig erről a tételr köteg számról szeretné kifejezetten megemlíteni a tételszámot, hagyja üresen. Megjegyzés: ez a beállítás elsőbbséget élvez a készletbeállítások között az elnevezési sorozat előtag felett a leltár beállításoknál.",
Exception Budget Approver Role,Kivétel Költségvetési jóváhagyó szerep,
Excessive machine set up time,Túl sok a gép üzembe helyezési ideje,
Exchange Gain / Loss Account,Árfolyamnyereség / veszteség számla,
Exchange Gain/Loss,Árfolyamnyereség / veszteség,
Exchange Rate,Átváltási arány,
Exchange Rate Revaluation,Árfolyam-átértékelés,
Exchange Rate Revaluation Account,Árfolyam-átértékelési számla,
Exchange Rate must be same as {0} {1} ({2}),Az Átváltási aránynak ugyanannak kell lennie mint {0} {1} ({2}),
Excise Entry,Jövedéki Entry,
Excise Invoice,Jövedéki számla,
Excise Page Number,Jövedéki Oldal száma,
Execution,Végrehajtás,
Existing Company,Meglévő vállalat,
Existing Company ,Meglévő vállalkozás,
Exit,Kilépés,
Exit Interview Held On,Kilépés az interjúból tartott,
Expand All,Összes kibontása,
Expected Amount,Várható összeg,
Expected Arrival Date,Várható érkezési dátum,
Expected Closing Date,Várható záró dátum,
Expected Delivery Date,Várható szállítás dátuma,
Expected Delivery Date should be after Sales Order Date,Várható szállítási határidőtnek az értékesítési rendelés utáninak kell lennie,
Expected End Date,Várható befejezés dátuma,
Expected Hrs,Várható órák,
Expected Start Date,Várható indulás dátuma,
Expected Time (in hours),Várható idő (óra),
Expected Value After Useful Life,Várható érték a  hasznos élettartam után,
Expense,Költség,
Expense / Difference account ({0}) must be a 'Profit or Loss' account,"Költség / Különbség számla ({0}) ,aminek ""Nyereség és Veszteség""  számlának kell lennie",
Expense Account,Költség számla,
Expense Account Missing,Hiányzik a költségszámla,
Expense Claim,Költség igény,
Expense Head,Igénylés fejléce,
Expense Head Changed,A költségfej megváltozott,
Expense account is mandatory for item {0},Költség számla kötelező elem ehhez {0},
Expenses,Kiadások,
Expenses Included In Asset Valuation,Eszközkészlet értékelésben szereplő költségek,
Expenses Included In Valuation,Készletértékelésbe belevitt költségek,
Expired,Lejárt,
Expired Batches,Lejárt kötegelt tételek,
Expires On,Lejárat dátuma,
Expiry (In Days),Érvényességi idő (napokban),
Expiry Date,Lejárat dátuma,
Expiry Date Mandatory,Lejárati idő kötelező,
Expiry Duration (in days),Lejárati idő (napokban),
Exploded Items,Felrobbant tételek,
Exponential Smoothing Forecasting,Exponenciális simítás előrejelzés,
Export E-Invoices,E-számlák exportálása,
External Work History,Külső munka története,
Extra Large,Extra nagy,
Extra Small,Extra kicsi,
FIFO,FIFO (EBEK),
Failed,Sikertelen,
Failed Import Log,Sikertelen importálási napló,
Failed to Authenticate the API key.,Nem sikerült hitelesíteni az API kulcsot.,
Failed to install presets,Sikertelen a beállítások telepítése,
Failed to login,Sikertelen bejelentkezés,
Failed to setup company,Sikertelen a vállalkozás telepítése,
Failed to setup defaults,Alapértelmezettek beállítása sikertelen,
Failure Date,Hibás dátum,
Family Background,Családi háttér,
Fax,Fax,
Feedback,Visszajelzés,
Feedback By,Visszajelzés:,
Fees,díjak,
Fetch Customers,Hívja az ügyfeleket,
Fetch Data,Adatok lekérése,
Fetch Items from Warehouse,Tételek letöltése a raktárból,
Fetch Subscription Updates,Előfizetési frissítések lekérése,
Fetch exploded BOM (including sub-assemblies),Hozzon létre robbant anyagjegyzéket ANYJ (beleértve a részegységeket),
Fetch items based on Default Supplier.,Elemek lekérése az alapértelmezett szállító alapján.,
Fetching...,Elragadó...,
Field,Mező,
Field Mapping,Field Mapping,
Field Name,Mező neve,
Field in Bank Transaction,A bank tranzakció mezője,
Fieldname,Mezőnév,
Fields,Mezők,
Fields will be copied over only at time of creation.,A mezők csak a létrehozás idején lesznek átmásolva.,
Fieldtype,MezőTípus,
File to Rename,Átnevezendő fájl,
Filter Based On,Szűrés alapján,
Filter Duration (Months),Szűrő időtartama (hónap),
Filter Total Zero Qty,Összesen nulla menny szűrő,
Filter by invoice status,Szűrés számla állapota szerint,
Filters,Szűrők,
Finance Book,Pénzügyi könyv,
Finance Book Detail,Pénzügyi könyv részletei,
Finance Book Id,Pénzügyi könyvazonosító,
Finance Books,Pénzügyi könyvek,
Financial Statements,Pénzügyi  kimutatások,
Finish,Befejez,
Finished Good,Létrehozott áru,
Finished Good Item Code,Kész Kész kód,
Finished Goods,Készáruk,
Finished Goods Warehouse,Késztermék raktár,
First Email,Első e-mail,
First Name,Vezetéknév,
First Responded On,Első válasz időpontja,
First Response Time,Az első válaszidő,
First Response Time for Issues,Első válaszidő a kérdésekre,
First Response Time for Opportunity,Az első válaszidő a lehetőségre,
"Fiscal Regime is mandatory, kindly set the fiscal regime in the company {0}","Az adórendszer kötelező, kérjük, határozza meg a fiskális rendszert a {0} vállalatnál",
Fiscal Year,Pénzügyi év,
Fiscal Year Company,Vállalkozás Pénzügyi éve,
Fiscal Year End Date should be one year after Fiscal Year Start Date,A költségvetési év záró dátumának a költségvetési év kezdő dátumától számított egy év elteltével kell lennie,
Fiscal Year Start Date and Fiscal Year End Date are already set in Fiscal Year {0},Pénzügyi év kezdő dátumát és a pénzügyi év befelyező dátumát már meghatározták a Pénzügyi évben: {0},
Fiscal Year {0} Does Not Exist,Pénzügyi év {0} nem létezik,
Fiscal Year {0} does not exist,Pénzügyi év {0} nem létezik,
Fiscal Year {0} is required,Pénzügyi év {0} szükséges,
Fixed,Rögzített,
Fixed Asset,Álló-eszköz,
Fixed Asset Account,Álló-eszköz főkönyvi számla,
Fixed Asset Item must be a non-stock item.,"Befektetett álló-eszközöknek, nem készletezhető elemeknek kell lennie.",
Fixed Asset Register,Tárgyi nyilvántartás,
Fixed Assets,Befektetett álló-eszközök,
Fixed Deposit Number,Fix betétszám,
Fixed Error Log,Javítva a hibanapló,
Fixed Rate,Fix árfolyam,
Fleet Manager,Flotta kezelő,
Focus on Item Group filter,Összpontosítson a Tételcsoport szűrőre,
Focus on search input,Összpontosítson a keresési bevitelre,
Folio no.,Folio sz.,
Follow Calendar Months,Kövesse a Naptár hónapjait,
Following Material Requests have been raised automatically based on Item's re-order level,Következő Anyag igénylések merültek fel  automatikusan a Tétel újra-rendelés szinje alpján,
Following fields are mandatory to create address:,A következő mezők kitöltése kötelező a cím létrehozásához:,
Following item {0} is not marked as {1} item. You can enable them as {1} item from its Item master,A(z) {0} tétel nem szerepel {1} elemként. Engedélyezheti őket {1} tételként a tétel mesterként,
Following items {0} are not marked as {1} item. You can enable them as {1} item from its Item master,A (z) {0} tételek nem szerepelnek {1} elemként. Engedélyezheti őket {1} tételként a tétel mesterként,
For,Ennek,
"For 'Product Bundle' items, Warehouse, Serial No and Batch No will be considered from the 'Packing List' table. If Warehouse and Batch No are same for all packing items for any 'Product Bundle' item, those values can be entered in the main Item table, values will be copied to 'Packing List' table.","'Termék köteg' tételeknek, raktárnak, Széria számnak és Köteg számnak fogják tekinteni a 'Csomagolási lista' táblázatból. Ha a Raktár és a Köteg szám egyezik az összes 'Tétel csomag' tételre, ezek az értékek bekerülnek a fő tétel táblába, értékek átmásolásra kerülnek a 'Csomagolási lista' táblázatba.",
For Buying,A vásárláshoz,
For Company,A Vállakozásnak,
For Default Supplier (Optional),Az alapértelmezett beszállító számára (opcionális),
For Price List,Árlistához,
For Production,Termeléshez,
For Quantity (Manufactured Qty) is mandatory,Mennyiséghez (gyártott db) kötelező,
For Selling,Az eladásra,
For Supplier,A beszállítónak,
For Warehouse,Ebbe a raktárba,
For Warehouse is required before Submit,"Raktár szükséges, mielőtt beküldané",
"For an item {0}, quantity must be negative number",A(z) {0} tétel esetében a mennyiségnek negatív számnak kell lennie,
"For an item {0}, quantity must be positive number",Egy {0} tétel esetén a mennyiségnek pozitív számnak kell lennie,
"For e.g. 2012, 2012-13","Pl.: 2012, 2012-13",
For how much spent = 1 Loyalty Point,Az elköltött összeg = 1 hűségpontja,
For individual supplier,Az egyéni beszállítónak,
"For job card {0}, you can only make the 'Material Transfer for Manufacture' type stock entry",A (z) {0} álláskártya esetén csak az „Anyagátadás a gyártáshoz” típusú készletbejegyzés lehetséges,
For operation {0}: Quantity ({1}) can not be greter than pending quantity({2}),"A {0} művelethez: A mennyiség ({1}) nem lehet nagyobb, mint a függőben lévő mennyiség ({2}).",
For reference,Referenciaként,
"For row {0} in {1}. To include {2} in Item rate, rows {3} must also be included",A {1} -nek a {0} sorbában. A Tétel értékébe a {2} beillesztéséhez a {3} sorokat is hozzá kell adni,
For row {0}: Enter Planned Qty,A(z) {0} sorhoz: Írja be a tervezett mennyiséget,
For the 'Apply Rule On Other' condition the field {0} is mandatory,Az „Egyéb szabály alkalmazása” feltételnél a {0} mező kitöltése kötelező,
"For the convenience of customers, these codes can be used in print formats like Invoices and Delivery Notes","A vevők kényelméért, ezek a kódok használhatók a nyomtatási formátumokhoz, mint számlákon és a szállítóleveleken",
Foreign Trade Details,Külkereskedelem Részletei,
Forum Activity,Fórum aktivitás,
Forum Posts,Fórum hozzászólások,
Forum URL,Fórum URL-je,
Free Item,Ingyenes cikk,
Free item code is not selected,Az ingyenes cikkkód nincs kiválasztva,
Free item not set in the pricing rule {0},Ingyenes áru nincs meghatározva az árképzési szabályban {0},
Freeze Stocks Older Than (Days),Készletek befagyasztása (napok),
Freight and Forwarding Charges,Árufuvarozási és szállítmányozási költségek,
Frequency,Gyakoriság,
Frequency To Collect Progress,Gyakoriság a folyamatok összegyűjtéséhez,
Frequency of Depreciation (Months),Az értékcsökkenés elszámolásának gyakorisága (hónapok),
Frequently Read Articles,Gyakran olvasható cikkek,
Friday,Péntek,
From,-tól,
From BOM,Anyagjegyzékből,
From Company,Cégtől,
From Currency,Pénznemből,
From Currency and To Currency cannot be same,Pénznemből és pénznembe nem lehet ugyanaz,
From Customer,Vevőtől,
From Date,Dátumtól,
From Date and To Date are Mandatory,A dátum és a dátum kötelező,
From Date and To Date lie in different Fiscal Year,A dátumtól és a naptól eltérő pénzügyi évre vonatkoznak,
From Date can not be greater than To Date,"A kezdő dátum nem lehet nagyobb, mint a dátum",
From Date cannot be greater than To Date,"Dátumtól nem lehet nagyobb, mint dátumig",
From Date must be before To Date,Dátumtól a dátimig előtt kell legyen,
From Date should be within the Fiscal Year. Assuming From Date = {0},Dátumtól a pénzügyi éven belül kell legyen. Feltételezve a dátumtól = {0},
From Datetime,Dátumtól,
From Delivery Note,Szállítólevélből,
From Employee,Alkalmazottól,
From Fiscal Year,A költségvetési évtől,
From Folio No,A Folio számtól,
From Invoice Date,Számla dátumától,
From Lead,Érdeklődésből,
From No,Ettől,
From Package No.,Csomag számból,
From Posting Date,Feladás dátumától,
From Range,Tartpmányból,
From Range has to be less than To Range,Tartományból távolságnak kisebbnek kell lennie mint a Tartományba,
From Shareholder,Tulajdonostól,
From Template,Sablonból,
From Time,Időtől,
From Time ,Időtől,
From Time Should Be Less Than To Time,"Időről időre kevesebb legyen, mint az idő",
From Value,Értéktől,
From Warehouse,Raktárról,
From and To Dates are required.,Kezdő és dátum szükséges.,
From date cannot be greater than To date,"A dátum nem lehet nagyobb, mint a dátum",
From value must be less than to value in row {0},"Űrlap értéke kisebb legyen, mint az érték ebben a sorban {0}",
Frozen,Zárolt,
Fuel Type,Üzemanyag típusa,
Fuel UOM,Üzemanyag mértékegység,
Fulfilled,Teljesített,
Fulfillment,Teljesítés,
Fulfillment User,Teljesített  felhasználó,
Fulfilment Deadline,Teljesítési határidő,
Fulfilment Details,Teljesítés részletei,
Fulfilment Status,Teljesítés állapota,
Fulfilment Terms,Teljesítési feltételek,
Fulfilment Terms and Conditions,Teljesítési általános feltételek,
Full Name,Teljes név,
Fully Billed,Teljesen számlázott,
Fully Completed,Teljesen kész,
Fully Delivered,Teljesen leszállítva,
Fully Depreciated,Teljesen amortizálódott,
Furnitures and Fixtures,Bútorok és világítótestek,
"Further accounts can be made under Groups, but entries can be made against non-Groups","További számlákat a Csoportok alatt hozhat létre, de bejegyzéseket lehet tenni a csoporttal nem rendelkezőkre is",
Further cost centers can be made under Groups but entries can be made against non-Groups,"További költséghelyek hozhatók létre a csoportok alatt, de bejegyzéseket lehet tenni a csoporttal nem rendelkezőkre is",
Further nodes can be only created under 'Group' type nodes,További csomópontok csak 'Csoport' típusú csomópontok alatt hozhatók létre,
Future Payment Amount,Jövőbeli fizetési összeg,
Future Payment Ref,Jövőbeli fizetés Ref,
Future Payments,Jövőbeli kifizetések,
GL Entry,FŐKSZLA bejegyzés,
Gain/Loss,Nyereség/Veszteség,
Gain/Loss Account on Asset Disposal,Nyereség/Veszteség számla a Vagyontárgy eltávolításán,
Gain/Loss on Asset Disposal,Nyereség/Veszteség Vagyontárgy eltávolításán,
Gantt Chart,Gantt diagram,
Gantt chart of all tasks.,Minden feladat egy Gantt diagramon.,
Gender,Neme,
General,Általános,
General Ledger,Főkönyvi számla,
General Settings,Általános beállítások,
Generate New Invoices Past Due Date,Új számlák generálása lejárt határidőn belül,
Generate Schedule,Ütemezés létrehozás,
"Generate packing slips for packages to be delivered. Used to notify package number, package contents and its weight.","Létrehoz csomagolási jegyet a szállítani kívánt csomagokhoz. A csomag szám, a doboz tartalma, és a súlya kiértesítéséhez használja.",
Get Advances Paid,Kifizetett előlegek átmásolása,
Get Advances Received,Befogadott előlegek átmásolása,
Get Current Stock,Aktuális raktárkészlet lekérés,
Get Entries,Kapjon bejegyzéseket,
Get Invocies,Kérjen behívókat,
Get Invoices,Kérjen számlákat,
Get Invoices based on Filters,Számlákat szerezhet a szűrők alapján,
Get Item Locations,Töltse le az árucikkek helyét,
Get Items,Tételek lekérése,
Get Items From,Tételeket kér le innen,
Get Items From Purchase Receipts,Tételek beszerzése a Beszerzési bevételezésekkel,
Get Items from BOM,Elemek lekérése Anyagjegyzékből,
Get Items from Material Requests against this Supplier,Tételeket szerezhet a szállítóval szembeni anyagi igényekből,
Get Items from Open Material Requests,Kapjon tételeket Nyitott Anyag igénylésekből,
Get Items from Product Bundle,Elemek beszerzése a termék csomagokból,
Get Latest Query,Legfrissebb lekérdezés,
Get Material Request,Anyag igénylés lekérése,
Get Outstanding Invoices,Fennálló negatív kintlévő számlák lekérdezése,
Get Payment Entries,Fizetési bejegyzések lekérése,
Get Payments from,Get Payments from,
Get Sales Orders,Vevő rendelések lekérése,
Get Started Sections,Get Started részek,
Get Suppliers,Szerezd meg a beszállítókat,
Get Suppliers By,Szerezd meg beszállítóit,
Get Unreconciled Entries,Nem egyeztetett bejegyzések lekérdezése,
Get Updates,Változások lekérdezése,
Gift Card,Ajándékkártya,
Global Defaults,Általános beállítások,
Goal,Cél,
Goods In Transit,Tranzit áruk,
Goods Transferred,Átruházott áruk,
Goods are already received against the outward entry {0},Az áruk már érkeznek a kifizetés ellenében {0},
Government,Kormány,
Grace Period,Haladék,
Graduate,Diplomás,
Grand Total,Mindösszesen,
Grand Total (Company Currency),Mindösszesen (Társaság Currency),
Greater Than Amount,Összegnél nagyobb,
Green,Zöld,
Greeting Subtitle,Üdvözlő felirat,
Greeting Title,Üdvözlő cím,
Greetings Section,Üdvözlet szakasz,
Gross Margin,Bruttó árkülönbözet,
Gross Margin %,Bruttó árkülönbözet %,
Gross Profit,Bruttó nyereség,
Gross Profit / Loss,Bruttó nyereség / veszteség,
Gross Purchase Amount,Bruttó Vásárlás összege,
Gross Purchase Amount is mandatory,Bruttó vásárlási összeg kötelező,
Gross Weight,Bruttó súly,
Gross Weight UOM,Bruttó tömeg mértékegysége,
Gross and Net Profit Report,Bruttó és nettó nyereségjelentés,
Group,Csoport,
Group By,Csoportosít,
Group By Customer,Csoportos ügyfél,
Group By Supplier,Csoport szerint beszállító,
Group Node,Csoport csomópont,
Group Warehouses cannot be used in transactions. Please change the value of {0},"A csoportraktárak nem használhatók tranzakciókban. Kérjük, módosítsa a (z) {0} értékét",
Group by,Csoportosítva,
Group by Account,Számla által csoportosítva,
Group by Item,Csoportosítás tételenként,
Group by Material Request,Anyagigény szerinti csoportosítás,
Group by Party,Ügyfél szerinti csoportosítás,
Group by Purchase Order,Csoportosítás megrendelés szerint,
Group by Sales Order,Csoportosítás vevői rendelés szerint,
Group by Supplier,Szállító szerint csoportosítva,
Group by Voucher,Utalvány által csoportosítva,
Group by Voucher (Consolidated),Bizonylatonkénti csoportosítás (Megerősített),
Group node warehouse is not allowed to select for transactions,Csoport csomópont raktár nem választhatók a tranzakciókhoz,
Group same items,Csoport azonos elemei,
Groups,csoportok,
HR Manager,HR menedzser,
HR User,HR Felhasználó,
HR-DRI-.YYYY.-,HR-DRI-.YYYY.-,
HR-EMP-,HR-EMP,
HTML / Banner that will show on the top of product list.,HTML / Szalagcím a tételek listájának tetején fog megjelenni.,
Half Yearly,Félévente,
Half-Yearly,Fél-évente,
Hardware,Hardver,
Has Batch No,Kötegszámmal rendelkezik,
Has Certificate ,Tanúsítvánnyal rendelkezik,
Has Expiry Date,Érvényességi idővel rendelkezik,
Has Print Format,Rendelkezik nyomtatási formátummal,
Has Serial No,Rrendelkezik sorozatszámmal,
Has Variants,Rrendelkezik változatokkal,
Heads (or groups) against which Accounting Entries are made and balances are maintained.,"Vezetők (vagy csoportok), amely ellen könyvelési tételek készültek és egyenelegeit tartják karban.",
Health Details,Egészségügyi adatok,
Help,Súgó,
Help Article,Súgó cikk,
Help Articles,Súgóbejegyzések,
Help Results for,A találatok forrása,
Help Section,Súgó szakasz,
Help Text,Súgó szöveg,
"Here you can maintain family details like name and occupation of parent, spouse and children","Itt tarthatja karban a család adatokat, mint a név és szülő foglalkozása, házastárs és a gyermekek",
"Here you can maintain height, weight, allergies, medical concerns etc","Itt tarthatja karban a magasságot, súlyt, allergiát, egészségügyi problémákat stb",
Hero Image,Hős kép,
Hero Section,Hős szakasz,
Hero Section Based On,Hős szakasz alapján,
Hidden list maintaining the list of contacts linked to Shareholder,"Rejtett lista, amely fenntartja a Részvény tulajdonoshoz kapcsolódó kapcsolatok listáját",
Hide Currency Symbol,Pénznem szimbólumának elrejtése,
Hide Customer's Tax ID from Sales Transactions,Az ügyfél adóazonosítójának elrejtése az értékesítési tranzakciók között,
Hide Unavailable Items,Nem elérhető elemek elrejtése,
High,Nagy,
"Higher the number, higher the priority","Minél nagyobb a szám, annál nagyobb a prioritás",
History In Company,Előzmények a cégnél,
Hold,Tart,
Hold Invoice,Számla megtartása,
Hold Type,Megtartás típusa,
Holiday,Szabadnap,
Holiday List,Szabadnapok listája,
Holiday List Name,Szabadnapok listájának neve,
Holidays,Szabadnapok,
Homepage,Kezdőlap,
Homepage Section,Honlap szakasz,
